A,80,WORLDCOM,False," Ł1,525,600,000"
B,80,VODAFONE,False," Ł1,662,600,000"
D,80,NTL MOBILE,False," Ł1,343,500,000"
E,80,TELEFONICA,False," Ł1,388,600,000"
C,80,3GUK,True," Ł1,279,500,000"
C,80,CRESCENT,True," Ł1,279,500,000"
C,80,EPSILON,True," Ł1,279,500,000"
C,80,ONE2ONE,True," Ł1,279,500,000"
C,80,ONE.TEL,True," Ł1,279,500,000"
C,80,SPECTRUMCO,True," Ł1,279,500,000"
C,80,TIW,True," Ł1,279,500,000"
A,81,WORLDCOM,False," Ł1,525,600,000"
B,81,VODAFONE,False," Ł1,662,600,000"
C,81,3GUK,False," Ł1,345,100,000"
D,81,NTL MOBILE,False," Ł1,343,500,000"
E,81,ORANGE,False," Ł1,475,600,000"
A,82,WORLDCOM,False," Ł1,525,600,000"
B,82,VODAFONE,False," Ł1,662,600,000"
C,82,TELEFONICA,False," Ł1,412,400,000"
D,82,TIW,False," Ł1,412,400,000"
E,82,ORANGE,False," Ł1,475,600,000"
A,83,SPECTRUMCO,False," Ł1,601,900,000"
B,83,BT3G,False," Ł1,745,800,000"
E,83,ORANGE,False," Ł1,475,600,000"
C,83,CRESCENT,True," Ł1,483,100,000"
C,83,NTL MOBILE,True," Ł1,483,100,000"
C,83,ONE2ONE,True," Ł1,483,100,000"
C,83,ONE.TEL,True," Ł1,483,100,000"
D,83,3GUK,True," Ł1,483,100,000"
D,83,EPSILON,True," Ł1,483,100,000"
A,84,TELEFONICA,False," Ł1,692,500,000"
B,84,VODAFONE,False," Ł1,833,100,000"
C,84,WORLDCOM,False," Ł1,557,400,000"
D,84,EPSILON,False," Ł1,483,100,000"
E,84,3GUK,True," Ł1,549,400,000"
E,84,CRESCENT,True," Ł1,549,400,000"
E,84,NTL MOBILE,True," Ł1,549,400,000"
E,84,ONE.TEL,True," Ł1,549,400,000"
E,84,TIW,True," Ł1,549,400,000"
A,85,TELEFONICA,False," Ł1,692,500,000"
B,85,VODAFONE,False," Ł1,833,100,000"
C,85,WORLDCOM,False," Ł1,557,400,000"
E,85,ORANGE,False," Ł1,650,000,000"
D,85,BT3G,True," Ł1,557,300,000"
D,85,CRESCENT,True," Ł1,557,300,000"
D,85,NTL MOBILE,True," Ł1,557,300,000"
D,85,ONE2ONE,True," Ł1,557,300,000"
D,85,ONE.TEL,True," Ł1,557,300,000"
D,85,SPECTRUMCO,True," Ł1,557,300,000"
D,85,TIW,True," Ł1,557,300,000"
A,86,ONE.TEL,False," Ł1,788,000,000"
B,86,BT3G,False," Ł1,924,800,000"
C,86,3GUK,False," Ł1,650,100,000"
E,86,ORANGE,False," Ł1,650,000,000"
D,86,CRESCENT,True," Ł1,635,200,000"
D,86,ONE2ONE,True," Ł1,635,200,000"
D,86,SPECTRUMCO,True," Ł1,635,200,000"
A,87,TELEFONICA,False," Ł1,881,100,000"
B,87,VODAFONE,False," Ł2,021,100,000"
C,87,3GUK,False," Ł1,650,100,000"
